method,universe,window_id,run,assets,K,train_days,test_days,gross_return,net_return,annual_return,annual_net_return,annual_volatility,sharpe,sortino,max_drawdown,turnover,transaction_cost,runtime_sec,daily_return_days,cvar95_loss,mdd_from_daily_returns,rebalance_turnover
A_MPMO,NASDAQ100,window_004,3,60,10,756,125,-0.0925149758988654,-0.0935149758988654,-0.177749085844117,-0.179574713668282,0.385413489777648,-0.317598584682879,-0.545035896043792,-0.297338168878716,1,0.001,2.2308102,125,0.046535849441648715,-0.2973381688787158,0.8048132528582017
A_MPMO,NASDAQ100,window_005,3,60,10,755,123,0.325782831229025,0.324782831229025,0.782046549610213,0.779293777411868,0.275168887381452,2.23855272169028,3.40337474567889,-0.174068088494037,1,0.001,2.2438476,123,0.03526443621925837,-0.17406808849403732,0.2763480877916426
A_MPMO,NASDAQ100,window_006,3,60,10,753,125,0.238336984530523,0.237336984530523,0.538732438099238,0.536228424992361,0.206090613707535,2.19446375805264,3.78032774938568,-0.0780648144161284,1,0.001,1.913907,125,0.023478407893429743,-0.07806481441612856,0.8660334257152292
A_MPMO,NASDAQ100,window_007,3,60,10,752,124,0.407299166016707,0.406299166016707,1.00244003525543,0.999549404368898,0.20111576512926,3.55673844456475,6.49736479820837,-0.0791311541088219,1,0.001,1.9262351,124,0.0214145165061894,-0.07913115410882177,0.2942436945528145
A_MPMO,NASDAQ100,window_008,3,60,10,752,126,0.146733219918163,0.145733219918163,0.314997077663878,0.312704611224041,0.296178358377643,1.07153587914885,1.58723360338574,-0.139126288778722,1,0.001,1.9633155,126,0.041347683587140596,-0.1391262887787218,0.14926791075514945
A_MPMO,NASDAQ100,window_009,3,59,10,752,122,0.2355903213382,0.2345903213382,0.548009254318172,0.545422516216762,0.366188353535959,1.37388486287745,1.89837861585281,-0.223936930106899,1,0.001,2.1095676,122,0.05019688603483054,-0.22393693010689886,0.41157659035842964
A_MPMO,NASDAQ100,window_010,3,60,10,750,126,-0.0726757438703367,-0.0736757438703367,-0.140069723993567,-0.141923372505826,0.194345780383738,-0.679434637125217,-0.914871654628721,-0.138776559049787,1,0.001,2.3776077,126,0.028865377629928024,-0.13877655904978736,0.42094854968248924
A_MPMO,NASDAQ100,window_011,3,60,10,751,123,0.136600245918066,0.135600245918066,0.299954238310353,0.297612084913558,0.33450948277106,0.950823628089429,1.47984239838515,-0.150694980893415,1,0.001,2.2471023,123,0.04552632141640673,-0.15069498089341415,0.6980807921214249
A_MPMO,NASDAQ100,window_001,4,60,10,755,124,0.25801693309055,0.25701693309055,0.594368358107342,0.591793799268115,0.39129305035245,1.38702404990759,2.19208809044845,-0.258814009994592,1,0.001,2.0952012,124,0.0476033734115352,-0.25881400999459214,1.0
A_MPMO,NASDAQ100,window_002,4,59,10,755,126,0.202016950963586,0.201016950963586,0.444844750403796,0.442441716501869,0.269695204691433,1.49932563001088,2.37702426552241,-0.17624736627141,1,0.001,2.0322075,126,0.03410462600512763,-0.17624736627141002,0.34941192010490774
A_MPMO,NASDAQ100,window_003,4,60,10,756,124,-0.45377566122684,-0.45477566122684,-0.707402781338337,-0.708490376957205,0.545754132758329,-1.97438018663648,-3.40992275793064,-0.47160695700248,1,0.001,2.4847667,124,0.07027115878051743,-0.47160695700247857,0.5859508714060223
A_MPMO,NASDAQ100,window_004,4,60,10,756,125,-0.108592795547673,-0.109592795547673,-0.206853343520572,-0.208646095945507,0.390937387277385,-0.400126000854573,-0.697582794965708,-0.319524015012307,1,0.001,2.1904992,125,0.047014383737763836,-0.3195240150123069,0.8301362570707587
A_MPMO,NASDAQ100,window_005,4,60,10,755,123,0.311105213422163,0.310105213422163,0.741861039784761,0.739140233279908,0.278965658831497,2.12995951741875,3.17730360583931,-0.170251220279673,1,0.001,1.9832886,123,0.03668072383345926,-0.17025122027967354,0.2916729157417413
A_MPMO,NASDAQ100,window_006,4,60,10,753,125,0.203336042316779,0.202336042316779,0.452312383728838,0.449880290246326,0.199288044349109,1.97211342131808,3.36534181820736,-0.0777756729855665,1,0.001,2.226594,125,0.022653716375565448,-0.07777567298556676,0.7788117809429881
A_MPMO,NASDAQ100,window_007,4,60,10,752,124,0.339390039162306,0.338390039162306,0.81095603071584,0.808209323856688,0.169430631462059,3.59298330554956,6.52381513633422,-0.0659490873424953,1,0.001,2.0233362,124,0.01775303290876603,-0.06594908734249516,0.31281835906762856
A_MPMO,NASDAQ100,window_008,4,60,10,752,126,0.153434700961929,0.152434700961929,0.330411609383135,0.328105739981212,0.29658889378795,1.10999267867167,1.62644745242584,-0.142190720392686,1,0.001,1.9504752,126,0.041584696859374014,-0.14219072039268565,0.28042245031606716
A_MPMO,NASDAQ100,window_009,4,59,10,752,122,0.230819452272162,0.229819452272162,0.535688338578089,0.533112246310607,0.37058950395635,1.34042807397398,1.82696995133047,-0.230501494504671,1,0.001,1.9728981,122,0.05102523489956902,-0.23050149450467183,0.37476994988084233
A_MPMO,NASDAQ100,window_010,4,60,10,750,126,-0.0802534030006125,-0.0812534030006125,-0.154066197308046,-0.155904690502045,0.189943044463002,-0.78593305803502,-1.05930424858582,-0.140811975350714,1,0.001,2.1040743,126,0.0283473066517776,-0.14081197535071488,0.37247454774661176
A_MPMO,NASDAQ100,window_011,4,60,10,751,123,0.070503935511679,0.069503935511679,0.149793546238221,0.147594095506462,0.306942216769296,0.607127573016866,0.985388311031083,-0.162786098552459,1,0.001,2.2411283,123,0.04007691198994362,-0.1627860985524585,0.6179009422408935
A_MPMO,NASDAQ100,window_001,5,60,10,755,124,0.255148569558619,0.254148569558619,0.586989250258863,0.584420753133976,0.40951695765241,1.33176497318841,2.17777395900587,-0.284887661667352,1,0.001,2.3041624,124,0.049912418197167525,-0.28488766166735235,1.0
A_MPMO,NASDAQ100,window_002,5,59,10,755,126,0.220801569251314,0.219801569251314,0.49035647148647,0.487915868347967,0.255777589017525,1.68830844836992,2.57216571786373,-0.173021171038607,1,0.001,2.0578057,126,0.034058085616273374,-0.1730211710386067,0.3606309253545411
A_MPMO,NASDAQ100,window_003,5,60,10,756,124,-0.45768334649415,-0.45868334649415,-0.711641076061139,-0.712720633611428,0.55063989593019,-1.97866369904101,-3.57891901108397,-0.474417977951222,1,0.001,2.2161767,124,0.06804174295113974,-0.4744179779512222,0.4866778694907638
A_MPMO,NASDAQ100,window_004,5,60,10,756,125,-0.149404801970764,-0.150404801970764,-0.27835863379668,-0.280067978191314,0.386799934623179,-0.651890180990111,-1.12203456201055,-0.325273723556773,1,0.001,1.9217378,125,0.04732551670221783,-0.32527372355677286,0.7906551096216083
A_MPMO,NASDAQ100,window_005,5,60,10,755,123,0.314239604826726,0.313239604826726,0.750403220284424,0.747675588995671,0.272704569102414,2.19052823697775,3.24910563746175,-0.173079585681995,1,0.001,1.812017,123,0.03547068755398416,-0.17307958568199566,0.3679033807241517
A_MPMO,NASDAQ100,window_006,5,60,10,753,125,0.212981063659876,0.211981063659876,0.47587544189003,0.473423533204926,0.204368750277855,2.00690850716025,3.54806174872758,-0.0799921054864217,1,0.001,2.3674747,125,0.02267112661292116,-0.07999210548642122,0.7630753129895785
A_MPMO,NASDAQ100,window_007,5,60,10,752,124,0.320887455000305,0.319887455000305,0.760477700438113,0.757770166939278,0.169012590764803,3.43386678243024,6.22083008003959,-0.064225729787705,1,0.001,1.9467056,124,0.018450292366814888,-0.06422572978770469,0.31580963868605155
A_MPMO,NASDAQ100,window_008,5,60,10,752,126,0.146091128886134,0.145091128886134,0.313524875711494,0.311233693453722,0.301719840539004,1.05354458861513,1.55660837024589,-0.141835178275239,1,0.001,2.2732964,126,0.04219464183964448,-0.1418351782752394,0.25611064655536875
A_MPMO,NASDAQ100,window_009,5,59,10,752,122,0.213346564311338,0.212346564311338,0.49099756335346,0.488460437331626,0.374847168264007,1.25076711235274,1.66022559199132,-0.243756051698437,1,0.001,1.9552138,122,0.05273401463510889,-0.24375605169843717,0.42212649848973816
A_MPMO,NASDAQ100,window_010,5,60,10,750,126,-0.0653576162894951,-0.0663576162894951,-0.126443614571945,-0.128311899339366,0.190426443578089,-0.614831847003237,-0.82278069430275,-0.138019465700201,1,0.001,2.3820217,126,0.028752390074123342,-0.13801946570020107,0.4333921786531888
A_MPMO,NASDAQ100,window_011,5,60,10,751,123,0.11562369108102,0.11462369108102,0.251276806069685,0.248979986320418,0.309187769834199,0.879076131472671,1.30781886578576,-0.147865589425224,1,0.001,2.1759257,123,0.04456686189458873,-0.14786558942522365,0.6499678442908711
A_MPMO,NASDAQ100,window_001,6,60,10,755,124,0.239395223526137,0.238395223526137,0.54677236593995,0.544237152374563,0.387572942140747,1.31854414450598,2.05252264389481,-0.265218119136737,1,0.001,2.2530124,124,0.04848037695743361,-0.2652181191367359,1.0
A_MPMO,NASDAQ100,window_002,6,59,10,755,126,0.243029421051526,0.242029421051526,0.545122141599692,0.542637082757589,0.272753314870125,1.7319756083207,2.74888864722181,-0.171170498490025,1,0.001,2.2750088,126,0.034375093701201696,-0.17117049849002486,0.38690262117123075
A_MPMO,NASDAQ100,window_003,6,60,10,756,124,-0.474285352506941,-0.475285352506941,-0.729297608183968,-0.730343036585722,0.564422427347192,-2.02779547206599,-3.59237231384638,-0.487384660290373,1,0.001,1.9594415,124,0.0724130740906173,-0.48738466029037253,0.4036789174319385
A_MPMO,NASDAQ100,window_004,6,60,10,756,125,-0.109990238407799,-0.110990238407799,-0.209358044845671,-0.211147940271125,0.36356259454518,-0.466126336346738,-0.780513769249353,-0.30050721510562,1,0.001,1.9705587,125,0.04498459293766723,-0.30050721510561995,0.7960129952362518
A_MPMO,NASDAQ100,window_005,6,60,10,755,123,0.377906891644184,0.376906891644184,0.928550243716378,0.925683814604904,0.292274168778494,2.39486126011212,3.68038266330663,-0.186827431110472,1,0.001,2.2545176,123,0.0372452365570892,-0.18682743111047173,0.27745304727005704
A_MPMO,NASDAQ100,window_006,6,60,10,753,125,0.226203170323156,0.225203170323156,0.508488029663842,0.506008952742641,0.192424509705573,2.23314689518952,3.78367157179574,-0.0783051132596461,1,0.001,2.3641622,125,0.02271233224149861,-0.07830511325964573,0.7852092223943522
A_MPMO,NASDAQ100,window_007,6,60,10,752,124,0.37302873137644,0.37202873137644,0.904585741026641,0.901767770308832,0.175685274169649,3.75876244219898,6.89866588714327,-0.0710021258258187,1,0.001,2.0052716,124,0.018571016754328314,-0.07100212582581855,0.32812146537551573
A_MPMO,NASDAQ100,window_008,6,60,10,752,126,0.145104973927461,0.144104973927461,0.311265401313411,0.308976191365556,0.29806764618408,1.05723008989179,1.54748370364273,-0.141833344732051,1,0.001,2.2906921,126,0.04173775000043418,-0.14183334473205134,0.24661906579254508
A_MPMO,NASDAQ100,window_009,6,59,10,752,122,0.245188751942021,0.244188751942021,0.572951414625917,0.570343250190584,0.366993462779063,1.41590775865974,1.9024731573634,-0.234627033935498,1,0.001,2.0121592,122,0.05189412232719829,-0.2346270339354979,0.5546310188984263
A_MPMO,NASDAQ100,window_010,6,60,10,750,126,-0.0689187863836461,-0.0699187863836461,-0.133087773650698,-0.13494893607793,0.184692821322432,-0.680994621055896,-0.908833999830217,-0.138624621592393,1,0.001,2.1805885,126,0.027928485843777887,-0.13862462159239297,0.4075640113583537
A_MPMO,NASDAQ100,window_011,6,60,10,751,123,0.15520277015513,0.15420277015513,0.343918529638692,0.341536139049192,0.311373339616909,1.10452457002862,1.74690553449349,-0.153789066412217,1,0.001,2.3732697,123,0.04194265672936919,-0.15378906641221735,0.5869976173809401
A_MPMO,NASDAQ100,window_001,7,60,10,755,124,0.245489738698073,0.244489738698073,0.562268932842808,0.559720844438022,0.391298366114261,1.3351253957238,2.09487870971644,-0.265208483570328,1,0.001,2.0213342,124,0.04822025102424984,-0.2652084835703281,1.0
A_MPMO,NASDAQ100,window_002,7,59,10,755,126,0.224337271354487,0.223337271354487,0.49900175402775,0.496554079485041,0.264580971836019,1.66248185007237,2.68234403837748,-0.168775977985495,1,0.001,2.1183894,126,0.0333906272509582,-0.16877597798549493,0.3880482887246109
A_MPMO,NASDAQ100,window_003,7,60,10,756,124,-0.493909446110351,-0.494909446110351,-0.749437866769753,-0.750442998392622,0.593025351564765,-2.03231166632132,-3.73555916074509,-0.491336417977256,1,0.001,2.1579588,124,0.07359727522574275,-0.49133641797725613,0.45166822904333626
A_MPMO,NASDAQ100,window_004,7,60,10,756,125,-0.114270371370733,-0.115270371370733,-0.21700468434418,-0.218785829706978,0.393988584508572,-0.42630686365282,-0.728376270329845,-0.326069211585164,1,0.001,2.1958856,125,0.04802126628796112,-0.32606921158516367,0.7996922644668403
A_MPMO,NASDAQ100,window_005,7,60,10,755,123,0.329813399733452,0.328813399733452,0.793163872875045,0.790402319660281,0.273596510004611,2.27267691837743,3.39834091376537,-0.164318641285153,1,0.001,2.292073,123,0.03563805864922998,-0.16431864128515405,0.2576225372586953
A_MPMO,NASDAQ100,window_006,7,60,10,753,125,0.221883643391661,0.220883643391661,0.497794322539572,0.495324121721267,0.216754647217668,1.97217405391491,3.5594219941888,-0.0885171720873922,1,0.001,1.9328175,125,0.023494459742821366,-0.0885171720873924,0.8317878128149865
A_MPMO,NASDAQ100,window_007,7,60,10,752,124,0.373248959368858,0.372248959368858,0.905206621827264,0.902388184367373,0.172156035648963,3.83424560736834,6.81384662774892,-0.0698565470000958,1,0.001,2.368128,124,0.01858094654392713,-0.06985654700009569,0.3874032836958252
A_MPMO,NASDAQ100,window_008,7,60,10,752,126,0.159335753379716,0.158335753379716,0.344059389064512,0.341741717557753,0.279320496554902,1.19756702152053,1.73999881261279,-0.131267157407111,1,0.001,2.1711384,126,0.03953561713400578,-0.13126715740711048,0.3274733703380534
A_MPMO,NASDAQ100,window_009,7,59,10,752,122,0.276410033646977,0.275410033646977,0.65550538048652,0.652827447015641,0.386889862456115,1.49446841735181,2.03109841929944,-0.244127644830498,1,0.001,1.9307544,122,0.05345922948983885,-0.24412764483049942,0.4940381936813341
A_MPMO,NASDAQ100,window_010,7,60,10,750,126,-0.030555268608157,-0.031555268608157,-0.0601769127765974,-0.0621148022393812,0.199946157755862,-0.210749352565799,-0.276097420817736,-0.150692357492944,1,0.001,2.2134825,126,0.030037466865337824,-0.1506923574929434,0.3963160136661408
A_MPMO,NASDAQ100,window_011,7,60,10,751,123,0.136822583124425,0.135822583124425,0.300475279959654,0.298132645836987,0.330578971695617,0.959669106032389,1.41644650799191,-0.155096316712412,1,0.001,2.4635509,123,0.04761391892819337,-0.15509631671241153,0.5517499462177942
A_MPMO,NASDAQ100,window_001,8,60,10,755,124,0.242146525257484,0.241146525257484,0.553758404521836,0.551217379004417,0.384680881920212,1.33711264278387,2.09358955532677,-0.255622067507293,1,0.001,1.9884973,124,0.04713326204715725,-0.255622067507294,1.0
A_MPMO,NASDAQ100,window_002,8,59,10,755,126,0.211202593512875,0.210202593512875,0.467011722532315,0.464590317345289,0.260667207316004,1.60074633988941,2.45112009000036,-0.178908917529391,1,0.001,2.1407346,126,0.03427638137757725,-0.17890891752939142,0.3049210456704979
A_MPMO,NASDAQ100,window_003,8,60,10,756,124,-0.459006904809069,-0.460006904809069,-0.713069493040386,-0.714146328468047,0.554287106379432,-1.97061966492344,-3.45261251882604,-0.473085629748967,1,0.001,2.0214351,124,0.07173501714141894,-0.47308562974896673,0.49480997343557415
A_MPMO,NASDAQ100,window_004,8,60,10,756,125,-0.127746803292925,-0.128746803292925,-0.24083632298398,-0.242589922324754,0.387830026725352,-0.518777404712065,-0.894767447103832,-0.322277860105819,1,0.001,2.0036327,125,0.04735498602170999,-0.32227786010581805,0.8175756931748388
A_MPMO,NASDAQ100,window_005,8,60,10,755,123,0.341424420854212,0.340424420854212,0.825387864075425,0.822601007785616,0.28602496267959,2.24840946658715,3.3872500394831,-0.181005344537209,1,0.001,2.056177,123,0.036924285055635254,-0.18100534453720862,0.2898890371988772
A_MPMO,NASDAQ100,window_006,8,60,10,753,125,0.232451432779357,0.231451432779357,0.524024487337556,0.521532570111188,0.20494525515567,2.15872471913926,3.70712425376007,-0.0797345599653349,1,0.001,2.0599752,125,0.02299617384776056,-0.07973455996533463,0.847137282883061
A_MPMO,NASDAQ100,window_007,8,60,10,752,124,0.325581449513033,0.324581449513033,0.773215136245962,0.770497666367325,0.17675329682526,3.33184596979183,5.96962072950503,-0.0683297609388644,1,0.001,2.3479777,124,0.01910065977954763,-0.06832976093886411,0.2479285528810249
A_MPMO,NASDAQ100,window_008,8,60,10,752,126,0.148125207125515,0.147125207125515,0.318191491237007,0.315896240822755,0.283967743725098,1.11376765965435,1.63853837041494,-0.12994188723735,1,0.001,2.2624123,126,0.03972401248062674,-0.12994188723735012,0.27393680895933153
A_MPMO,NASDAQ100,window_009,8,59,10,752,122,0.212900239509777,0.211900239509777,0.489864905664762,0.487328774510963,0.357656275929149,1.29157257350325,1.68734476402855,-0.233030534985613,1,0.001,2.2334291,122,0.05034114670679113,-0.23303053498561332,0.4243650808039255
A_MPMO,NASDAQ100,window_010,8,60,10,750,126,-0.0799146861327208,-0.0809146861327208,-0.15344301520575,-0.155282185833485,0.195881892913084,-0.752524304919815,-1.02150875879924,-0.14746417949356,1,0.001,2.2118581,126,0.028983777114373888,-0.1474641794935605,0.4012984638673839
A_MPMO,NASDAQ100,window_011,8,60,10,751,123,0.147028711413626,0.146028711413626,0.324508167533643,0.322143461328682,0.305312317317964,1.07257511633485,1.704605155622,-0.141474601870921,1,0.001,2.2531276,123,0.04115297589935489,-0.14147460187092153,0.6720737959867702
A_MPMO,NASDAQ100,window_001,9,60,10,755,124,0.227461303552022,0.226461303552022,0.51665513167448,0.514145122934054,0.373848295024299,1.30047565799417,2.00743396400517,-0.255778444742061,1,0.001,2.2973033,124,0.047075544428676376,-0.2557784447420598,1.0
A_MPMO,NASDAQ100,window_002,9,59,10,755,126,0.243005892537637,0.242005892537637,0.545063648883289,0.542578637098213,0.267707057499901,1.75933121275917,2.77342946197758,-0.17900752604328,1,0.001,1.9761597,126,0.03408519342231255,-0.17900752604327985,0.35524193770008045
A_MPMO,NASDAQ100,window_003,9,60,10,756,124,-0.479090922046931,-0.480090922046931,-0.734302700738866,-0.735338256659195,0.562112461887834,-2.07161048068695,-3.71395252314491,-0.486943407414531,1,0.001,2.0559313,124,0.07142057693176551,-0.48694340741453135,0.3849285701507474
A_MPMO,NASDAQ100,window_004,9,60,10,756,125,-0.155730261131978,-0.156730261131978,-0.289136613996493,-0.290833036625605,0.394002322866995,-0.671006089883503,-1.13575650774314,-0.349845187556149,1,0.001,1.9720485,125,0.04881615239513043,-0.349845187556149,0.8338519384876086
A_MPMO,NASDAQ100,window_005,9,60,10,755,123,0.331702556777315,0.330702556777315,0.798386826687166,0.795621157298257,0.280614729077683,2.23304060538411,3.36453329802308,-0.170558101150062,1,0.001,1.9005099,123,0.03619574575268385,-0.17055810115006242,0.3397224746941804
A_MPMO,NASDAQ100,window_006,9,60,10,753,125,0.212597628089354,0.211597628089354,0.474935050019939,0.472483929131858,0.203541572074916,2.01105464270917,3.33222580459423,-0.079152644421409,1,0.001,1.9224526,125,0.023462782824373616,-0.07915264442140935,0.8541169692447764
A_MPMO,NASDAQ100,window_007,9,60,10,752,124,0.347362054554694,0.346362054554694,0.832928557987942,0.830164967513815,0.171190260534777,3.62848548495317,6.35188293503021,-0.0665267155241137,1,0.001,1.9646312,124,0.01876500580058803,-0.0665267155241136,0.3134075137168861
A_MPMO,NASDAQ100,window_008,9,60,10,752,126,0.144217417438474,0.143217417438474,0.309233498369571,0.306946063534694,0.291119712811548,1.07004204818748,1.56929270171434,-0.136450027794643,1,0.001,2.0891422,126,0.04073994799413193,-0.13645002779464221,0.2690560332280023
A_MPMO,NASDAQ100,window_009,9,59,10,752,122,0.21586531074104,0.21486531074104,0.497397818842791,0.494855078028654,0.360384139508096,1.29809998496924,1.74208248181882,-0.230502430271707,1,0.001,1.9792245,122,0.05023339362840334,-0.2305024302717077,0.46993236981807607
A_MPMO,NASDAQ100,window_010,9,60,10,750,126,-0.0448556791874354,-0.0458556791874354,-0.0876993264195046,-0.0896086150611298,0.201785621499809,-0.35427784095434,-0.475922532544482,-0.143802545001612,1,0.001,2.2524375,126,0.030319621172206407,-0.14380254500161183,0.4265442257342192
A_MPMO,NASDAQ100,window_011,9,60,10,751,123,0.080476652947892,0.079476652947892,0.17184601922244,0.16962506418632,0.303418218959233,0.673322839533162,1.07892724590264,-0.153886437728742,1,0.001,2.2577147,123,0.04043465901944116,-0.15388643772874155,0.5859872232859089
A_MPMO,NASDAQ100,window_001,10,60,10,755,124,0.245044150654456,0.244044150654456,0.561133274155927,0.558586127137769,0.397574200811424,1.31842926217378,2.12959302174542,-0.276282993150008,1,0.001,1.9900254,124,0.04907852686696668,-0.2762829931500079,1.0
