universe,window_id,method,assets,K,train_days,test_days,runs,annual_net_return_mean,annual_net_return_std,sharpe_mean,sortino_mean,max_drawdown_mean,cvar95_loss_mean,rebalance_turnover_mean,gross_return_mean,runtime_sec_mean
SP100,window_007,MOEAD,60,10,752,124,10,1.07119831391985,0.05097408918697026,4.411062912440718,7.959126304475076,-0.06447252818286306,0.01819316644445832,0.32759888393051695,0.4317765270486654,11.327167300000001
SP100,window_008,MOEAD,60,10,752,126,10,-0.012610258605204181,0.020453215290142407,0.08290684405804873,0.13497321505906223,-0.14535158779268448,0.03155543625816066,0.16311613383110182,-0.00537326380339296,11.58982685
SP100,window_009,MOEAD,60,10,752,122,10,0.4234457693657559,0.033865276783528006,1.305750605694872,1.700928276061547,-0.19102353989133242,0.04340426973748498,0.26738423536550787,0.1873401693096289,11.829726619999999
SP100,window_010,MOEAD,60,10,750,126,10,0.3291334938515075,0.022790521209457477,1.68560688140538,2.420505408677065,-0.08154733024891389,0.02392296636902349,0.5522693834337202,0.153842366909908,12.02107106
SP100,window_011,MOEAD,60,10,751,123,10,0.1687954953028936,0.009321886844420823,0.8133938792177654,1.412233586204553,-0.1345683790138976,0.026434095017841847,0.42001614898369566,0.08009515096774142,11.30540399
SP100,window_001,NSGAII,60,10,755,124,10,0.05831275884330829,0.008153476712914576,0.34080836967480665,0.5255160080214344,-0.2270706819948868,0.04601522212097455,1.0,0.02927379835447299,1.44649859
SP100,window_002,NSGAII,60,10,755,126,10,0.6177208497499397,0.064863471623031,2.476803682496317,4.571070472890279,-0.08274813193170348,0.023192334339486826,0.6216329876118362,0.2726600520558455,1.28786999
SP100,window_003,NSGAII,60,10,756,124,10,-0.4446544629010738,0.026168642011606128,-1.2394176778641979,-2.1085362451389913,-0.2756134639901869,0.05047564175637718,0.3395886190303436,-0.25048470144149987,1.25280792
SP100,window_004,NSGAII,60,10,756,125,10,-0.2596054526242953,0.01458630344112312,-0.8802529057700325,-1.43684332992204,-0.2567761073307458,0.03621645106238178,0.3555336577691297,-0.1375494347142757,1.24358827
SP100,window_005,NSGAII,60,10,755,123,10,0.9664215711010499,0.06378582538947591,3.5645810611820012,5.950811594754333,-0.09351239598350056,0.02283918188849119,0.3172139749801282,0.3918843606044694,1.2707484
SP100,window_006,NSGAII,60,10,753,125,10,0.23508036930540702,0.02103183966913545,1.346198143955287,2.196670548892495,-0.08867450187293807,0.020421379166555544,0.45878997258738047,0.11137447430389558,1.27467522
SP100,window_007,NSGAII,60,10,752,124,10,1.0943236115196027,0.0719522530277219,4.3292665046274434,7.790091549537008,-0.06518832691655363,0.01873754535047469,0.3446040628343457,0.43952364921678494,1.25042999
SP100,window_008,NSGAII,60,10,752,126,10,-0.0096402721602173,0.022549109197343615,0.0919013855268938,0.15139871545457145,-0.1462387538791252,0.031191830686773354,0.17898972716850886,-0.0038902086387136102,1.2448246299999999
SP100,window_009,NSGAII,60,10,752,122,10,0.3956457400460557,0.023942026503591046,1.259778089603715,1.647051814076633,-0.1849628494643759,0.042215261908237475,0.24810598559880614,0.1761011499650401,1.2588281399999999
SP100,window_010,NSGAII,60,10,750,126,10,0.3511812551373325,0.031590038328245876,1.7308201475429752,2.493785392765734,-0.08415434123659626,0.024495468634597856,0.5878513988663445,0.1633314344067993,1.2475719399999998
SP100,window_011,NSGAII,60,10,751,123,10,0.1801574214355983,0.017215548858623808,0.869755143100155,1.50225246034963,-0.1297951590167635,0.025759460277041357,0.40165893506988165,0.08518420652011804,1.272381
SP100,window_001,SPEA2,60,10,755,124,10,0.05635361782435233,0.014921535233462175,0.3362675419467111,0.5202142238021852,-0.2293908009289635,0.04649761180704617,1.0,0.02832031938358095,4.133263250000001
SP100,window_002,SPEA2,60,10,755,126,10,0.5659008487235087,0.06816564054279674,2.372498994072342,4.35791462145988,-0.0835724076692821,0.022587429960547637,0.6451165477803504,0.2520946096411981,4.11638898
SP100,window_003,SPEA2,60,10,756,124,10,-0.4425339063744368,0.020287183944362873,-1.235085008373912,-2.104945565675656,-0.2739536007909506,0.05020929522108257,0.33422970310075223,-0.24900252619767782,4.141517439999999
SP100,window_004,SPEA2,60,10,756,125,10,-0.2591125901563054,0.01824580663865683,-0.879074894223268,-1.43924419224072,-0.25503680838271786,0.036126156070648174,0.3586343363595056,-0.1372855366877323,4.307619369999999
SP100,window_005,SPEA2,60,10,755,123,10,0.9260533991221293,0.05664783151601437,3.470444532614979,5.7812780278916724,-0.09153577607742622,0.02294590269069131,0.315145928315758,0.3779037286807787,4.0178937
SP100,window_006,SPEA2,60,10,753,125,10,0.2205841520765662,0.012281232639293784,1.290027116206687,2.067711723357923,-0.09186049765710184,0.020208924345552902,0.4725790030519656,0.10491439025310198,3.51232276
SP100,window_007,SPEA2,60,10,752,124,10,1.059016749919174,0.08710951999420678,4.311477128390996,7.774619284583203,-0.06401591314530211,0.018384253008298216,0.35659562328606426,0.42744077199305225,3.4959487000000005
SP100,window_008,SPEA2,60,10,752,126,10,-0.00118814508898305,0.018177288963966393,0.12779771524460237,0.21002811809832428,-0.145510221257797,0.031347753847770096,0.17356221698661814,0.0003688714779431501,3.6808391800000004
SP100,window_009,SPEA2,60,10,752,122,10,0.3980208398330067,0.030062891039353484,1.269442563078668,1.6448435353755428,-0.18583446652800212,0.04218581793355197,0.23215444008036715,0.1770464753902462,3.6563579400000004
SP100,window_010,SPEA2,60,10,750,126,10,0.3098811787484061,0.03874207112854938,1.558635326064068,2.237464692772582,-0.08872687097699153,0.02498300274684443,0.6129597108581261,0.1453886759264563,4.001055320000001
SP100,window_011,SPEA2,60,10,751,123,10,0.1909888242718607,0.01278799810580016,0.904067710396696,1.547425437706278,-0.1315314289441865,0.026129324203209174,0.4172160934630457,0.09004177954802758,3.93558626
