split,instance,K,method,HV,IGD,PF_Overlap,PF_Drift,Diversity,Runtime
Training,syn_n50_k10_cluster_corr_heavy_tail_low_vol_r02_s20260647,5,theta_237,1.132177623961523,0.0333764478974179,0.8161111111111111,0.06637026327062721,1.2924125617272382,3.5993058566666676
Training,syn_n50_k10_cluster_corr_mixed_extreme_events_r03_s20260640,5,theta_011,1.0094417557691446,0.006249732183565737,0.9838888888888891,0.01570837026157505,1.3231955760041352,2.2497891100000005
Training,syn_n50_k10_cluster_corr_mixed_extreme_events_r03_s20260640,5,theta_034,1.0077775497221417,0.0066536028840494576,0.976388888888889,0.020174010750996573,1.3266911534924022,2.9095430500000004
Training,syn_n50_k10_cluster_corr_mixed_extreme_events_r03_s20260640,5,theta_037,1.0077775497221417,0.0066536028840494576,0.976388888888889,0.020174010750996573,1.3266911534924022,3.4656173533333337
Training,syn_n50_k10_cluster_corr_mixed_extreme_events_r03_s20260640,5,theta_045,1.0077775497221417,0.0066536028840494576,0.976388888888889,0.020174010750996573,1.3266911534924022,3.3939483666666663
Training,syn_n50_k10_cluster_corr_mixed_extreme_events_r03_s20260640,5,theta_047,1.0077775497221417,0.0066536028840494576,0.976388888888889,0.020174010750996573,1.3266911534924022,4.660741333333334
Training,syn_n50_k10_cluster_corr_mixed_extreme_events_r03_s20260640,5,theta_067,1.0091271906796122,0.006171131623269867,0.986388888888889,0.014264442194874551,1.3397805873169193,3.6646824
Training,syn_n50_k10_cluster_corr_mixed_extreme_events_r03_s20260640,5,theta_076,1.0091271906796122,0.006171131623269867,0.986388888888889,0.014264442194874551,1.3397805873169193,3.7994470933333337
Training,syn_n50_k10_cluster_corr_mixed_extreme_events_r03_s20260640,5,theta_078,1.0091271906796122,0.006171131623269867,0.986388888888889,0.014264442194874551,1.3397805873169193,3.7912935466666666
Training,syn_n50_k10_cluster_corr_mixed_extreme_events_r03_s20260640,5,theta_084,1.0083873816939957,0.006659118810860319,0.9733333333333333,0.017581953738561227,1.3341346175213955,3.238544183333333
Training,syn_n50_k10_cluster_corr_mixed_extreme_events_r03_s20260640,5,theta_086,1.0083873816939957,0.006659118810860319,0.9733333333333333,0.017581953738561227,1.3341346175213955,5.761751876666667
Training,syn_n50_k10_cluster_corr_mixed_extreme_events_r03_s20260640,5,theta_089,1.0083873816939957,0.006659118810860319,0.9733333333333333,0.017581953738561227,1.3341346175213955,4.170299300000001
Training,syn_n50_k10_cluster_corr_mixed_extreme_events_r03_s20260640,5,theta_118,1.0075752522525554,0.006716473977900273,0.9761111111111113,0.018861121180019376,1.3354172127925525,3.883750016666667
Training,syn_n50_k10_cluster_corr_mixed_extreme_events_r03_s20260640,5,theta_131,1.0075752522525554,0.006716473977900273,0.9761111111111113,0.018861121180019376,1.3354172127925525,3.876163226666667
Training,syn_n50_k10_cluster_corr_mixed_extreme_events_r03_s20260640,5,theta_132,1.0075752522525554,0.006716473977900273,0.9761111111111113,0.018861121180019376,1.3354172127925525,3.925539286666667
Training,syn_n50_k10_cluster_corr_mixed_extreme_events_r03_s20260640,5,theta_144,1.0073463228496602,0.007205195620141487,0.9638888888888889,0.019208039026594407,1.3344636010548745,2.5370150033333334
Training,syn_n50_k10_cluster_corr_mixed_extreme_events_r03_s20260640,5,theta_159,1.0073463228496602,0.007205195620141487,0.9638888888888889,0.019208039026594407,1.3344636010548745,3.6664443533333335
Training,syn_n50_k10_cluster_corr_mixed_extreme_events_r03_s20260640,5,theta_164,1.0059991555348788,0.007591244411334994,0.9597222222222223,0.016098763007907867,1.3232239127933343,3.8498238033333334
Training,syn_n50_k10_cluster_corr_mixed_extreme_events_r03_s20260640,5,theta_170,1.0059991555348788,0.007591244411334994,0.9597222222222223,0.016098763007907867,1.3232239127933343,4.292343493333333
Training,syn_n50_k10_cluster_corr_mixed_extreme_events_r03_s20260640,5,theta_175,1.0059991555348788,0.007591244411334994,0.9597222222222223,0.016098763007907867,1.3232239127933343,4.0725747766666665
Training,syn_n50_k10_cluster_corr_mixed_extreme_events_r03_s20260640,5,theta_189,1.0059991555348788,0.007591244411334994,0.9597222222222223,0.016098763007907867,1.3232239127933343,9.860335100000002
Training,syn_n50_k10_cluster_corr_mixed_extreme_events_r03_s20260640,5,theta_200,1.0073624289949012,0.006665913936922603,0.9791666666666667,0.014175888251702308,1.3344542522155007,9.382050130000001
Training,syn_n50_k10_cluster_corr_mixed_extreme_events_r03_s20260640,5,theta_223,1.0074522305731646,0.0068194960542493676,0.9761111111111112,0.01824274263632023,1.3349535998195816,9.42838448
Training,syn_n50_k10_cluster_corr_mixed_extreme_events_r03_s20260640,5,theta_234,1.0074522305731646,0.0068194960542493676,0.9761111111111112,0.01824274263632023,1.3349535998195816,3.9497486066666663
Training,syn_n50_k10_cluster_corr_mixed_extreme_events_r03_s20260640,5,theta_237,1.0074522305731646,0.0068194960542493676,0.9761111111111112,0.01824274263632023,1.3349535998195816,3.8980427600000005
Training,syn_n50_k10_cluster_corr_skewed_high_vol_r01_s20260649,5,theta_011,1.1216918859709244,0.005379883692972596,0.9836111111111113,0.01682654987471627,0.9510060831091411,2.0875311733333333
Training,syn_n50_k10_cluster_corr_skewed_high_vol_r01_s20260649,5,theta_034,1.1128480976635202,0.011592654939585998,0.9316666666666669,0.02598779849709201,1.0044634129471528,2.891040386666666
Training,syn_n50_k10_cluster_corr_skewed_high_vol_r01_s20260649,5,theta_037,1.1128480976635202,0.011592654939585998,0.9316666666666669,0.02598779849709201,1.0044634129471528,3.3598883566666666
Training,syn_n50_k10_cluster_corr_skewed_high_vol_r01_s20260649,5,theta_045,1.1128480976635202,0.011592654939585998,0.9316666666666669,0.02598779849709201,1.0044634129471528,3.265142426666667
Training,syn_n50_k10_cluster_corr_skewed_high_vol_r01_s20260649,5,theta_047,1.1128480976635202,0.011592654939585998,0.9316666666666669,0.02598779849709201,1.0044634129471528,4.337554663333333
Training,syn_n50_k10_cluster_corr_skewed_high_vol_r01_s20260649,5,theta_067,1.120308793039379,0.0058696854254595915,0.9641666666666667,0.024716464659839472,0.9913897178349339,3.837562046666667
Training,syn_n50_k10_cluster_corr_skewed_high_vol_r01_s20260649,5,theta_076,1.120308793039379,0.0058696854254595915,0.9641666666666667,0.024716464659839472,0.9913897178349339,3.8161365966666656
Training,syn_n50_k10_cluster_corr_skewed_high_vol_r01_s20260649,5,theta_078,1.120308793039379,0.0058696854254595915,0.9641666666666667,0.024716464659839472,0.9913897178349339,3.784109503333333
Training,syn_n50_k10_cluster_corr_skewed_high_vol_r01_s20260649,5,theta_084,1.1200998444463963,0.00542079892421291,0.9836111111111113,0.014810533430394382,0.9418019164336179,3.0811885366666667
Training,syn_n50_k10_cluster_corr_skewed_high_vol_r01_s20260649,5,theta_086,1.1200998444463963,0.00542079892421291,0.9836111111111113,0.014810533430394382,0.9418019164336179,5.722967606666667
Training,syn_n50_k10_cluster_corr_skewed_high_vol_r01_s20260649,5,theta_089,1.1200998444463963,0.00542079892421291,0.9836111111111113,0.014810533430394382,0.9418019164336179,3.9727699733333335
Training,syn_n50_k10_cluster_corr_skewed_high_vol_r01_s20260649,5,theta_118,1.1207390043304784,0.0044128091108849386,0.9900000000000002,0.02419628240372667,1.0263979980433757,3.955065813333334
Training,syn_n50_k10_cluster_corr_skewed_high_vol_r01_s20260649,5,theta_131,1.1207390043304784,0.0044128091108849386,0.9900000000000002,0.02419628240372667,1.0263979980433757,3.7319286900000006
Training,syn_n50_k10_cluster_corr_skewed_high_vol_r01_s20260649,5,theta_132,1.1207390043304784,0.0044128091108849386,0.9900000000000002,0.02419628240372667,1.0263979980433757,4.016683453333333
Training,syn_n50_k10_cluster_corr_skewed_high_vol_r01_s20260649,5,theta_144,1.120689312028656,0.004625753269103712,0.9844444444444446,0.023543239584040844,1.0164944960049005,3.0830641500000002
Training,syn_n50_k10_cluster_corr_skewed_high_vol_r01_s20260649,5,theta_159,1.120689312028656,0.004625753269103712,0.9844444444444446,0.023543239584040844,1.0164944960049005,3.6001417366666666
Training,syn_n50_k10_cluster_corr_skewed_high_vol_r01_s20260649,5,theta_164,1.117138781390682,0.007415273665312385,0.9397222222222223,0.02404321004574699,0.9723667447591803,3.788973583333333
Training,syn_n50_k10_cluster_corr_skewed_high_vol_r01_s20260649,5,theta_170,1.117138781390682,0.007415273665312385,0.9397222222222223,0.02404321004574699,0.9723667447591803,4.314323253333332
Training,syn_n50_k10_cluster_corr_skewed_high_vol_r01_s20260649,5,theta_175,1.117138781390682,0.007415273665312385,0.9397222222222223,0.02404321004574699,0.9723667447591803,4.100532273333334
Training,syn_n50_k10_cluster_corr_skewed_high_vol_r01_s20260649,5,theta_189,1.117138781390682,0.007415273665312385,0.9397222222222223,0.02404321004574699,0.9723667447591803,9.44313447
Training,syn_n50_k10_cluster_corr_skewed_high_vol_r01_s20260649,5,theta_200,1.119343534434946,0.005665024027473464,0.9611111111111111,0.023117493030286852,1.010752172483693,9.54893295
Training,syn_n50_k10_cluster_corr_skewed_high_vol_r01_s20260649,5,theta_223,1.1182302523423888,0.007191195410679488,0.9380555555555558,0.0239257851868447,0.9781801748726517,9.68750812
Training,syn_n50_k10_cluster_corr_skewed_high_vol_r01_s20260649,5,theta_234,1.1182302523423888,0.007191195410679488,0.9380555555555558,0.0239257851868447,0.9781801748726517,3.770543336666667
Training,syn_n50_k10_cluster_corr_skewed_high_vol_r01_s20260649,5,theta_237,1.1182302523423888,0.007191195410679488,0.9380555555555558,0.0239257851868447,0.9781801748726517,3.8894882666666666
Training,syn_n50_k10_high_corr_heavy_tail_extreme_events_r01_s20260645,5,theta_011,0.9875859521748741,0.004499535555685472,0.9983333333333334,0.01535122437849125,1.226382857967063,2.7142619233333334
Training,syn_n50_k10_high_corr_heavy_tail_extreme_events_r01_s20260645,5,theta_034,0.9868176294865179,0.005209816931496945,0.9788888888888889,0.015057223741928968,1.22683985904892,3.358641926666666
Training,syn_n50_k10_high_corr_heavy_tail_extreme_events_r01_s20260645,5,theta_037,0.9868176294865179,0.005209816931496945,0.9788888888888889,0.015057223741928968,1.22683985904892,3.8231139433333334
Training,syn_n50_k10_high_corr_heavy_tail_extreme_events_r01_s20260645,5,theta_045,0.9868176294865179,0.005209816931496945,0.9788888888888889,0.015057223741928968,1.22683985904892,3.8605846033333333
Training,syn_n50_k10_high_corr_heavy_tail_extreme_events_r01_s20260645,5,theta_047,0.9868176294865179,0.005209816931496945,0.9788888888888889,0.015057223741928968,1.22683985904892,3.9898220666666666
Training,syn_n50_k10_high_corr_heavy_tail_extreme_events_r01_s20260645,5,theta_067,0.9865162855586166,0.00528010009806541,0.9777777777777779,0.012668567435447503,1.2266572562067595,4.248022633333333
Training,syn_n50_k10_high_corr_heavy_tail_extreme_events_r01_s20260645,5,theta_076,0.9865162855586166,0.00528010009806541,0.9777777777777779,0.012668567435447503,1.2266572562067595,4.221346530000001
Training,syn_n50_k10_high_corr_heavy_tail_extreme_events_r01_s20260645,5,theta_078,0.9865162855586166,0.00528010009806541,0.9777777777777779,0.012668567435447503,1.2266572562067595,3.90103506
Training,syn_n50_k10_high_corr_heavy_tail_extreme_events_r01_s20260645,5,theta_084,0.9876461378070279,0.00455786867269197,0.9986111111111111,0.016195541780006834,1.226572539767374,3.6909875066666666
Training,syn_n50_k10_high_corr_heavy_tail_extreme_events_r01_s20260645,5,theta_086,0.9876461378070279,0.00455786867269197,0.9986111111111111,0.016195541780006834,1.226572539767374,6.358112076666668
Training,syn_n50_k10_high_corr_heavy_tail_extreme_events_r01_s20260645,5,theta_089,0.9876461378070279,0.00455786867269197,0.9986111111111111,0.016195541780006834,1.226572539767374,4.551998380000001
Training,syn_n50_k10_high_corr_heavy_tail_extreme_events_r01_s20260645,5,theta_118,0.9828046698183374,0.008323507298667533,0.9575,0.017785065761896715,1.217304060334913,4.36657157
Training,syn_n50_k10_high_corr_heavy_tail_extreme_events_r01_s20260645,5,theta_131,0.9828046698183374,0.008323507298667533,0.9575,0.017785065761896715,1.217304060334913,4.639862186666666
Training,syn_n50_k10_high_corr_heavy_tail_extreme_events_r01_s20260645,5,theta_132,0.9828046698183374,0.008323507298667533,0.9575,0.017785065761896715,1.217304060334913,4.52833431
Training,syn_n50_k10_high_corr_heavy_tail_extreme_events_r01_s20260645,5,theta_144,0.98743127829538,0.004627291117134081,0.9975,0.01282638967900948,1.226779705513708,3.5438812333333334
Training,syn_n50_k10_high_corr_heavy_tail_extreme_events_r01_s20260645,5,theta_159,0.98743127829538,0.004627291117134081,0.9975,0.01282638967900948,1.226779705513708,4.039694296666666
Training,syn_n50_k10_high_corr_heavy_tail_extreme_events_r01_s20260645,5,theta_164,0.9855696039202722,0.005855023903518436,0.9833333333333333,0.015047393443242992,1.225231879473316,4.368208163333334
Training,syn_n50_k10_high_corr_heavy_tail_extreme_events_r01_s20260645,5,theta_170,0.9855696039202722,0.005855023903518436,0.9833333333333333,0.015047393443242992,1.225231879473316,5.320914639999999
Training,syn_n50_k10_high_corr_heavy_tail_extreme_events_r01_s20260645,5,theta_175,0.9855696039202722,0.005855023903518436,0.9833333333333333,0.015047393443242992,1.225231879473316,4.705930066666666
Training,syn_n50_k10_high_corr_heavy_tail_extreme_events_r01_s20260645,5,theta_189,0.9855696039202722,0.005855023903518436,0.9833333333333333,0.015047393443242992,1.225231879473316,10.776484329999999
Training,syn_n50_k10_high_corr_heavy_tail_extreme_events_r01_s20260645,5,theta_200,0.9845963407702677,0.00724343729508799,0.9708333333333333,0.01763872895859099,1.2216072816462051,10.411778133333335
Training,syn_n50_k10_high_corr_heavy_tail_extreme_events_r01_s20260645,5,theta_223,0.9865041559204268,0.005916646044052347,0.9875000000000002,0.015290855774755505,1.2172984318213849,11.062943533333335
Training,syn_n50_k10_high_corr_heavy_tail_extreme_events_r01_s20260645,5,theta_234,0.9865041559204268,0.005916646044052347,0.9875000000000002,0.015290855774755505,1.2172984318213849,4.240914953333334
Training,syn_n50_k10_high_corr_heavy_tail_extreme_events_r01_s20260645,5,theta_237,0.9865041559204268,0.005916646044052347,0.9875000000000002,0.015290855774755505,1.2172984318213849,4.515205723333334
Training,syn_n50_k10_high_corr_mixed_high_vol_r02_s20260639,5,theta_011,1.0369007446500553,0.01104929676351599,0.9580555555555555,0.026264960166602697,1.1873405363609695,2.5325225766666666
Training,syn_n50_k10_high_corr_mixed_high_vol_r02_s20260639,5,theta_034,1.035532854315026,0.011475204515601023,0.9480555555555557,0.03222359862566158,1.2091036593526487,3.1908345033333334
Training,syn_n50_k10_high_corr_mixed_high_vol_r02_s20260639,5,theta_037,1.035532854315026,0.011475204515601023,0.9480555555555557,0.03222359862566158,1.2091036593526487,3.5542959566666665
Training,syn_n50_k10_high_corr_mixed_high_vol_r02_s20260639,5,theta_045,1.035532854315026,0.011475204515601023,0.9480555555555557,0.03222359862566158,1.2091036593526487,3.5919836999999997
Training,syn_n50_k10_high_corr_mixed_high_vol_r02_s20260639,5,theta_047,1.035532854315026,0.011475204515601023,0.9480555555555557,0.03222359862566158,1.2091036593526487,3.6953151699999998
Training,syn_n50_k10_high_corr_mixed_high_vol_r02_s20260639,5,theta_067,1.0399570559341407,0.005965700712782359,0.9844444444444446,0.017155197752516647,1.22853624420817,3.9573881333333336
Training,syn_n50_k10_high_corr_mixed_high_vol_r02_s20260639,5,theta_076,1.0399570559341407,0.005965700712782359,0.9844444444444446,0.017155197752516647,1.22853624420817,4.084431573333333
Training,syn_n50_k10_high_corr_mixed_high_vol_r02_s20260639,5,theta_078,1.0399570559341407,0.005965700712782359,0.9844444444444446,0.017155197752516647,1.22853624420817,5.617815093333334
Training,syn_n50_k10_high_corr_mixed_high_vol_r02_s20260639,5,theta_084,1.0350942404236954,0.011737650970524118,0.9458333333333333,0.02570627087102698,1.1895696053155627,3.4754347966666663
Training,syn_n50_k10_high_corr_mixed_high_vol_r02_s20260639,5,theta_086,1.0350942404236954,0.011737650970524118,0.9458333333333333,0.02570627087102698,1.1895696053155627,6.723762393333334
Training,syn_n50_k10_high_corr_mixed_high_vol_r02_s20260639,5,theta_089,1.0350942404236954,0.011737650970524118,0.9458333333333333,0.02570627087102698,1.1895696053155627,4.415895173333334
Training,syn_n50_k10_high_corr_mixed_high_vol_r02_s20260639,5,theta_118,1.0372644682349828,0.014790722124860833,0.936388888888889,0.031682238199247134,1.208546577021714,4.182266683333333
Training,syn_n50_k10_high_corr_mixed_high_vol_r02_s20260639,5,theta_131,1.0372644682349828,0.014790722124860833,0.936388888888889,0.031682238199247134,1.208546577021714,4.231269919999999
Training,syn_n50_k10_high_corr_mixed_high_vol_r02_s20260639,5,theta_132,1.0372644682349828,0.014790722124860833,0.936388888888889,0.031682238199247134,1.208546577021714,4.280381623333333
Training,syn_n50_k10_high_corr_mixed_high_vol_r02_s20260639,5,theta_144,1.0338408787894693,0.011933970055497881,0.9388888888888889,0.023475204526921308,1.204873754537406,2.7588595666666667
Training,syn_n50_k10_high_corr_mixed_high_vol_r02_s20260639,5,theta_159,1.0338408787894693,0.011933970055497881,0.9388888888888889,0.023475204526921308,1.204873754537406,3.82335433
Training,syn_n50_k10_high_corr_mixed_high_vol_r02_s20260639,5,theta_164,1.0338532553239197,0.0074082062749797764,0.9675,0.028033365826680277,1.2250697885956527,6.065252856666667
Training,syn_n50_k10_high_corr_mixed_high_vol_r02_s20260639,5,theta_170,1.0338532553239197,0.0074082062749797764,0.9675,0.028033365826680277,1.2250697885956527,4.806911840000001
Training,syn_n50_k10_high_corr_mixed_high_vol_r02_s20260639,5,theta_175,1.0338532553239197,0.0074082062749797764,0.9675,0.028033365826680277,1.2250697885956527,4.325263109999999
Training,syn_n50_k10_high_corr_mixed_high_vol_r02_s20260639,5,theta_189,1.0338532553239197,0.0074082062749797764,0.9675,0.028033365826680277,1.2250697885956527,10.379482983333336
Training,syn_n50_k10_high_corr_mixed_high_vol_r02_s20260639,5,theta_200,1.0353068055995214,0.007498325490394833,0.9666666666666669,0.024985007850084638,1.217656861145933,9.996427426666665
Training,syn_n50_k10_high_corr_mixed_high_vol_r02_s20260639,5,theta_223,1.0364678841305779,0.010920229640866275,0.9580555555555555,0.03070461167951614,1.207696312399547,11.45775892
Training,syn_n50_k10_high_corr_mixed_high_vol_r02_s20260639,5,theta_234,1.0364678841305779,0.010920229640866275,0.9580555555555555,0.03070461167951614,1.207696312399547,4.2529639
Training,syn_n50_k10_high_corr_mixed_high_vol_r02_s20260639,5,theta_237,1.0364678841305779,0.010920229640866275,0.9580555555555555,0.03070461167951614,1.207696312399547,4.285161886666667
Training,syn_n50_k10_high_corr_normal_low_vol_r03_s20260643,5,theta_011,0.8907781206694202,0.007307250938824296,0.9430555555555554,0.016644396014469477,1.3505018581318065,2.6978747933333334
Training,syn_n50_k10_high_corr_normal_low_vol_r03_s20260643,5,theta_034,0.8907110360631407,0.008621434639360496,0.9508333333333333,0.023786671874995707,1.355535555399293,3.462341863333333
Training,syn_n50_k10_high_corr_normal_low_vol_r03_s20260643,5,theta_037,0.8907110360631407,0.008621434639360496,0.9508333333333333,0.023786671874995707,1.355535555399293,3.9111179533333336
Training,syn_n50_k10_high_corr_normal_low_vol_r03_s20260643,5,theta_045,0.8907110360631407,0.008621434639360496,0.9508333333333333,0.023786671874995707,1.355535555399293,3.880457473333333
Training,syn_n50_k10_high_corr_normal_low_vol_r03_s20260643,5,theta_047,0.8907110360631407,0.008621434639360496,0.9508333333333333,0.023786671874995707,1.355535555399293,4.051948333333333
Training,syn_n50_k10_high_corr_normal_low_vol_r03_s20260643,5,theta_067,0.8893913647015881,0.007837522642544477,0.9380555555555555,0.01572799626617937,1.3680181838078904,4.282056796666666
Training,syn_n50_k10_high_corr_normal_low_vol_r03_s20260643,5,theta_076,0.8893913647015881,0.007837522642544477,0.9380555555555555,0.01572799626617937,1.3680181838078904,4.315132973333333
Training,syn_n50_k10_high_corr_normal_low_vol_r03_s20260643,5,theta_078,0.8893913647015881,0.007837522642544477,0.9380555555555555,0.01572799626617937,1.3680181838078904,6.394929753333333
Training,syn_n50_k10_high_corr_normal_low_vol_r03_s20260643,5,theta_084,0.8895910115118144,0.009453238040824595,0.9283333333333331,0.02190603912274212,1.3426522978450028,3.56362299
Training,syn_n50_k10_high_corr_normal_low_vol_r03_s20260643,5,theta_086,0.8895910115118144,0.009453238040824595,0.9283333333333331,0.02190603912274212,1.3426522978450028,5.972157316666666
Training,syn_n50_k10_high_corr_normal_low_vol_r03_s20260643,5,theta_089,0.8895910115118144,0.009453238040824595,0.9283333333333331,0.02190603912274212,1.3426522978450028,4.3995427933333335
Training,syn_n50_k10_high_corr_normal_low_vol_r03_s20260643,5,theta_118,0.8916868123680407,0.0073012604944081615,0.9663888888888887,0.019943110345392485,1.3671934522266829,4.363395420000001
Training,syn_n50_k10_high_corr_normal_low_vol_r03_s20260643,5,theta_131,0.8916868123680407,0.0073012604944081615,0.9663888888888887,0.019943110345392485,1.3671934522266829,4.442358389999999
Training,syn_n50_k10_high_corr_normal_low_vol_r03_s20260643,5,theta_132,0.8916868123680407,0.0073012604944081615,0.9663888888888887,0.019943110345392485,1.3671934522266829,4.540020336666666
Training,syn_n50_k10_high_corr_normal_low_vol_r03_s20260643,5,theta_144,0.8899119557175833,0.009865621435082439,0.9433333333333334,0.02447100044347735,1.3460805343131854,3.3461558233333335
Training,syn_n50_k10_high_corr_normal_low_vol_r03_s20260643,5,theta_159,0.8899119557175833,0.009865621435082439,0.9433333333333334,0.02447100044347735,1.3460805343131854,4.173386603333333
Training,syn_n50_k10_high_corr_normal_low_vol_r03_s20260643,5,theta_164,0.8889200082406086,0.010490497946228606,0.9258333333333333,0.02261862200460816,1.3404495305295723,4.5805893766666665
Training,syn_n50_k10_high_corr_normal_low_vol_r03_s20260643,5,theta_170,0.8889200082406086,0.010490497946228606,0.9258333333333333,0.02261862200460816,1.3404495305295723,4.845456966666666
Training,syn_n50_k10_high_corr_normal_low_vol_r03_s20260643,5,theta_175,0.8889200082406086,0.010490497946228606,0.9258333333333333,0.02261862200460816,1.3404495305295723,4.3909255
Training,syn_n50_k10_high_corr_normal_low_vol_r03_s20260643,5,theta_189,0.8889200082406086,0.010490497946228606,0.9258333333333333,0.02261862200460816,1.3404495305295723,10.285285743333333
Training,syn_n50_k10_high_corr_normal_low_vol_r03_s20260643,5,theta_200,0.8885765130293498,0.00939687675470683,0.9172222222222222,0.020951235570496354,1.3597085238346007,10.515534136666666
Training,syn_n50_k10_high_corr_normal_low_vol_r03_s20260643,5,theta_223,0.8919263892139078,0.007355552831103717,0.9658333333333332,0.01812201469590901,1.3577944637728383,11.989666803333334
Training,syn_n50_k10_high_corr_normal_low_vol_r03_s20260643,5,theta_234,0.8919263892139078,0.007355552831103717,0.9658333333333332,0.01812201469590901,1.3577944637728383,4.29409315
Training,syn_n50_k10_high_corr_normal_low_vol_r03_s20260643,5,theta_237,0.8919263892139078,0.007355552831103717,0.9658333333333332,0.01812201469590901,1.3577944637728383,4.29124629
Training,syn_n50_k10_low_corr_heavy_tail_high_vol_r03_s20260641,5,theta_011,1.082992987135408,0.005335056013546209,0.9947222222222223,0.01662116696046757,1.2460166627273928,2.0950610899999997
Training,syn_n50_k10_low_corr_heavy_tail_high_vol_r03_s20260641,5,theta_034,1.076617567749132,0.014992836061484946,0.9616666666666666,0.02318448208730646,1.229419225505328,2.9419782066666667
Training,syn_n50_k10_low_corr_heavy_tail_high_vol_r03_s20260641,5,theta_037,1.076617567749132,0.014992836061484946,0.9616666666666666,0.02318448208730646,1.229419225505328,3.2752344
Training,syn_n50_k10_low_corr_heavy_tail_high_vol_r03_s20260641,5,theta_045,1.076617567749132,0.014992836061484946,0.9616666666666666,0.02318448208730646,1.229419225505328,3.2682875699999996
Training,syn_n50_k10_low_corr_heavy_tail_high_vol_r03_s20260641,5,theta_047,1.076617567749132,0.014992836061484946,0.9616666666666666,0.02318448208730646,1.229419225505328,3.3742825599999997
Training,syn_n50_k10_low_corr_heavy_tail_high_vol_r03_s20260641,5,theta_067,1.082371670681996,0.0055809381138253065,0.993888888888889,0.020877348440968977,1.2494875699395047,3.6444384066666666
Training,syn_n50_k10_low_corr_heavy_tail_high_vol_r03_s20260641,5,theta_076,1.082371670681996,0.0055809381138253065,0.993888888888889,0.020877348440968977,1.2494875699395047,3.8124757833333334
Training,syn_n50_k10_low_corr_heavy_tail_high_vol_r03_s20260641,5,theta_078,1.082371670681996,0.0055809381138253065,0.993888888888889,0.020877348440968977,1.2494875699395047,4.421699143333332
Training,syn_n50_k10_low_corr_heavy_tail_high_vol_r03_s20260641,5,theta_084,1.0662516072787738,0.03408812915364203,0.8936111111111112,0.05042007869235091,1.193954693563756,3.10614041
Training,syn_n50_k10_low_corr_heavy_tail_high_vol_r03_s20260641,5,theta_086,1.0662516072787738,0.03408812915364203,0.8936111111111112,0.05042007869235091,1.193954693563756,5.119630300000001
Training,syn_n50_k10_low_corr_heavy_tail_high_vol_r03_s20260641,5,theta_089,1.0662516072787738,0.03408812915364203,0.8936111111111112,0.05042007869235091,1.193954693563756,4.01768476
Training,syn_n50_k10_low_corr_heavy_tail_high_vol_r03_s20260641,5,theta_118,1.0822458090293468,0.0056751346716529755,0.9872222222222222,0.02127075719976469,1.2488793611352038,3.929933373333333
Training,syn_n50_k10_low_corr_heavy_tail_high_vol_r03_s20260641,5,theta_131,1.0822458090293468,0.0056751346716529755,0.9872222222222222,0.02127075719976469,1.2488793611352038,3.877457436666666
Training,syn_n50_k10_low_corr_heavy_tail_high_vol_r03_s20260641,5,theta_132,1.0822458090293468,0.0056751346716529755,0.9872222222222222,0.02127075719976469,1.2488793611352038,3.9488375799999997
Training,syn_n50_k10_low_corr_heavy_tail_high_vol_r03_s20260641,5,theta_144,1.0824727762118782,0.007363294975750728,0.9558333333333333,0.035337997912735834,1.2418687917840288,3.5890439033333337
Training,syn_n50_k10_low_corr_heavy_tail_high_vol_r03_s20260641,5,theta_159,1.0824727762118782,0.007363294975750728,0.9558333333333333,0.035337997912735834,1.2418687917840288,3.5603503999999995
Training,syn_n50_k10_low_corr_heavy_tail_high_vol_r03_s20260641,5,theta_164,1.0814151958388307,0.005578033786526301,0.9933333333333335,0.014271563160077895,1.2493961864630336,4.7076673399999995
Training,syn_n50_k10_low_corr_heavy_tail_high_vol_r03_s20260641,5,theta_170,1.0814151958388307,0.005578033786526301,0.9933333333333335,0.014271563160077895,1.2493961864630336,4.196928056666667
Training,syn_n50_k10_low_corr_heavy_tail_high_vol_r03_s20260641,5,theta_175,1.0814151958388307,0.005578033786526301,0.9933333333333335,0.014271563160077895,1.2493961864630336,3.7143698499999993
Training,syn_n50_k10_low_corr_heavy_tail_high_vol_r03_s20260641,5,theta_189,1.0814151958388307,0.005578033786526301,0.9933333333333335,0.014271563160077895,1.2493961864630336,9.220942313333332
Training,syn_n50_k10_low_corr_heavy_tail_high_vol_r03_s20260641,5,theta_200,1.0819139980398624,0.005503150386825196,0.9925,0.014081469114806868,1.248055523552847,9.231030520000001
Training,syn_n50_k10_low_corr_heavy_tail_high_vol_r03_s20260641,5,theta_223,1.0813948083782967,0.005719944666424779,0.9911111111111112,0.017410439174806395,1.2533939181873825,10.40655568
Training,syn_n50_k10_low_corr_heavy_tail_high_vol_r03_s20260641,5,theta_234,1.0813948083782967,0.005719944666424779,0.9911111111111112,0.017410439174806395,1.2533939181873825,4.106814773333334
Training,syn_n50_k10_low_corr_heavy_tail_high_vol_r03_s20260641,5,theta_237,1.0813948083782967,0.005719944666424779,0.9911111111111112,0.017410439174806395,1.2533939181873825,3.9510016133333337
Training,syn_n50_k10_low_corr_normal_low_vol_r01_s20260642,5,theta_011,1.0108851890078503,0.006115838019186479,0.9891666666666669,0.013248137247346378,1.3323837874483573,2.1220319233333336
